번호,구분,세부구분,제목,작성자,등록일자,본문,저작권자,웹페이지주소(URL),태그,뷰
224287,COVID-19,"분야별뉴스,과학기술,보건의학,속보뉴스,코로나19",한국 바이오의약품 수출액 세계 7위…2계단 상승,연합뉴스,2021-07-27,한국의 바이오의약품 수출액이 코로나19 이후 2배 이상 급증하며 세계 7위로 올라섰다. 한국무역협회 국제무역통상연구원이 26일 펴낸 '전 세계 의약품 공급망의 변화와 우리 수출의 경쟁력 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=224287,기타,150
224264,COVID-19,"과학기술,보건의학,코로나19,항바이러스 반응,과학핫이슈,비강 점액,RNA 전사체,염증성 면역세포,중증 코로나19","코로나19 중증 환자, 어떻게 조기에 알 수 있나",김병희 객원기자,2021-07-28,미국 매사추세츠공대(MIT)와 하버드대 연구팀은 코 비강 점막에서의 항바이러스 반응을 보고 증상의 위중 여부를 예측할 수 있다는 연구를 생명과학 저널 ‘셀’(Cell) 22일 자에 발표했다. 코...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=224264,"코로나19,항바이러스 반응,비강 점액,RNA 전사체,염증성 면역세포,중증 코로나19",2071
224259,COVID-19,"기획 칼럼,연재,분야별뉴스,과학기술,기초응용과학,보건의학,mRNA,백신,코로나19,화이자,모더나,과학핫이슈,전승민의 백신 이야기","DNA 백신과 mRNA 백신, 어느 쪽이 더 우수할까",전승민 과학기술전문저술가,2021-07-27,&nbsp;  화이...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=224259,"mRNA,백신,화이자,모더나",21491
224251,COVID-19,"분야별뉴스,과학기술,보건의학,속보뉴스,코로나19,과학핫이슈,정책",접종예약시스템 '먹통' 반복에 결국 범정부 대응…민간에도 'SOS'(종합),연합뉴스,2021-07-26,국내 신종 코로나바이러스 감염증(코로나19) 백신 접종 사전예약시스템의 오류 문제가 반복되자 정부가 결국 범정부 대응을 하는 동시에 민간 기업에도 도움을 요청했다. 질병관리청과 과학...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=224251,기타,132
224246,COVID-19,"과학기술,기초응용과학,속보뉴스,코로나19",토종 mRNA 백신 개발에 뜻 모은 기업들 백신 주권 확보하자,연합뉴스,2021-07-26,신종 코로나바이러스 감염증(코로나19) 4차 대유행 속 국내 제약·바이오 업계가 '토종' mRNA(메신저 RNA) 백신 개발에 속도를 내고 있다. 해외에서 개발된 코로나19 백신만으로는 국내 백신 수급...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=224246,기타,298
224089,COVID-19,"분야별뉴스,과학기술,기초응용과학,보건의학,코로나19,과학핫이슈",코로나19가 과학을 혁신할까,황지혜 객원기자,2021-07-22,코로나19가 전 세계 의과학계에 또 다른 변곡점이 될까 사이언스지는 최근 인류 역사에서 전염병은 과학자와 의사의 질병에 대한 이해에서부터 의사소통 방식에 이르기까지 모든 것을 재...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=224089,기타,647
224044,COVID-19,"기획 칼럼,연재,분야별뉴스,과학기술,기초응용과학,보건의학,바이러스,백신,코로나19,과학핫이슈,아스트라제네카,전승민의 백신 이야기,얀센",‘아스트라제네카’는 왜 논란일까,전승민 과학기술전문저술가,2021-07-20,코로나 팬데믹 주력 대응책 ‘바이러스벡터 백신’,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=224044,"바이러스,백신,코로나19,아스트라제네카,얀센",10246
223988,COVID-19,"과학기술,보건의학,ICT 로봇,코로나19,스마트마스크 감염여부","코로나 방역, 스마트 마스크가 책임진다",김준래 객원기자,2021-07-20,정말 ‘끝날 때까지 끝난 것이 아니다’라는 말이 자연스럽게 떠오르는 요즘이다. 조만간 끝날 것처럼 여겨지다가도 어느 틈엔가 급증하는 코로나19 확진자수를 보면서 피로감을 넘어 절망감...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223988,#스마트마스크 #감염여부,1745
223976,COVID-19,"과학기술,신소재신기술,코로나19",RNA 바이러스 표적 초고감도로 검출…코로나19 조기진단 기여,연합뉴스,2021-07-16,한국과학기술원(KAIST)은 박현규 교수 연구팀이 리보핵산(RNA) 바이러스의 표적 RNA를 초고감도로 검출할 수 있는 '등온 핵산 증폭 기술'을 개발했다고 15일 밝혔다. 현재 표준화된 코로나19 바이...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223976,기타,232
223966,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",길어진 코로나…민관 협력해 우울증 디지털 치료제 개발한다,연합뉴스,2021-07-16,"정부가 신종 코로나바이러스 감염증(코로나19) 사태 장기화에 대비하고자 학계, 병원, IT 기업과 함께 코로나 우울감(코로나 블루) 디지털 치료제 개발에 나선다. 과학기술정보통신부와 한국...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223966,기타,389
223858,COVID-19,"과학기술,기초응용과학,보건의학,감염,코로나19",성별에 따른 코로나19 바이러스의 영향 규명해야,황지혜 객원기자,2021-07-14,"코로나19 바이러스의 감염 증상과 백신 부작용 등이 성별에 따라 다르게 나타나고 있지만, 관련 연구에서는 차별적인 영향이 제대로 규명되지 않고 있는 것으로 나타났다. 6일 사이언스지에 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223858,"감염,코로나19",1506
223792,COVID-19,"분야별뉴스,과학기술,보건의학,코로나19,기억T세포",중증 코로나19로의 진행을 막는 면역세포 확인,사이언스타임즈,2021-08-24," KAIST 신의철 교수, 고려대...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223792,"코로나19,기억T세포",731
223760,COVID-19,"과학기술,코로나19",코로나19 국내 발생 및 예방접종 현황(7.12. 0시 기준),사이언스타임즈,2021-07-12, 중앙방역대책본부,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223760,기타,276
223747,COVID-19,"기획 칼럼,연재,분야별뉴스,과학기술,기초응용과학,보건의학,코로나19,전승민의 백신 이야기,유전자 백신,DNA 백신",다크호스 ‘DNA 백신’이 부진한 이유,전승민 과학기술전문저술가,2021-07-13,"현대에 백신의 종류를 명확히 구분하긴 다소 모호한 감이 있다. 자료마다 설명에 조금씩 차이가 있으며, 같은 백신을 두고 전문가마다 시각이 다른 경우도 적지 않기 때문이다. 과거에는 백신...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223747,"유전자 백신,DNA 백신",3868
223707,COVID-19,"과학기술,코로나19",거리두기 4단계에…일부 기업 100% 재택근무로 전환,연합뉴스,2021-07-12,신종 코로나바이러스 감염증(코로나19)이 4차 대유행을 맞으며 12일부터 수도권 전체에 사회적 거리두기가 최고 단계인 4단계로 조정되자 주요 기업들도 이에 맞춰 사내 지침을 격상하고 나섰...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223707,기타,248
223703,COVID-19,"과학기술,속보뉴스,코로나19",백신 접종 두 번 완료하면 코로나 변이에 95% 효과,연합뉴스,2021-07-12,신종 코로나바이러스 감염증(코로나19) 백신 접종을 마치면 코로나 변이에도 효과가 있다는 연구 결과가 나왔다. 프랑스 파스퉤르 연구소 연구진은 의학저널 '네이처'에 게재한 논문에서 화...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223703,기타,536
223702,COVID-19,"과학기술,속보뉴스,코로나19",러 간호사 코로나 백신 대신 식염수 주사…물량 떨어져서,연합뉴스,2021-07-12,러시아의 한 간호사가 환자에게 식염수를 신종 코로나바이러스 감염증(코로나19) 백신이라고 속이고 주사했다가 발각돼 직장을 잃을 처지에 놓였다. 9일 러시아 관영 타스 통신 등에 따르면 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223702,기타,185
223663,COVID-19,"과학기술,코로나19",일일 수도권 확진자 수 약 1천 명 육박,사이언스타임즈,2021-07-08,"중앙방역대책본부는 7월 8일 0시 기준으로, 국내 발생 신규 확진자는 1,227명, 해외유입 사례는 48명이 확인되어 총 누적 확진자 수는 164,028명(해외유입 10,369명)이라고 밝혔다. 의심신고 검사자...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223663,기타,159
223647,COVID-19,"과학기술,기초응용과학,보건의학,속보뉴스,코로나19,과학핫이슈",코로나19 회복 후에도 기억 T세포 장기간 유지...중증감염 막아,연합뉴스,2021-07-08,신종 코로나바이러스 감염증(코로나19)에서 회복된 후에도 코로나19를 방어하는 '기억 T 세포'가 장기간 유지된다는 연구 결과가 나왔다. 한국과학기술원(KAIST) 신의철 교수와 고려대 안산병...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223647,기타,800
223531,COVID-19,"기획 칼럼,연재,분야별뉴스,과학기술,기초응용과학,보건의학,코로나19,과학핫이슈,전승민의 백신 이야기,VLP,재조합백신,외피형,비외피형",바이러스 흉내로 최적의 면역 효과 노린다,전승민 과학기술전문저술가,2021-07-06, 사스...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223531,"VLP,재조합백신,외피형,비외피형",3061
223468,COVID-19,"과학기술,보건의학,코로나19",코 속에서 코로나19 바이러스 증식·복제 순간 최초 포착,사이언스타임즈,2021-07-09,"코로나바이러스의 복제 순간을 최초로 포착 초기 감염 및 증식의 주요 표적 규명 발병 후 1년 6개월 이상의 시간이 흘렀지만, 코로나바이러스의 인체 감염 기전은 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223468,기타,2369
223465,COVID-19,"과학기술,코로나19","코로나19 신규확진 826명, 176일 만에 최다",사이언스타임즈,2021-07-02,"중앙방역대책본부는 7월 2일 0시 기준으로, 국내 발생 신규 확진자는 765명, 해외유입 사례는 61명이 확인되어 총 누적 확진자 수는 158,549명(해외유입 10,028명)이라고 밝혔다. 이는 3차 대유행 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223465,기타,171
223413,COVID-19,"기획 칼럼,연재,과학기술,보건의학,박쥐,코로나19,천산갑,금요 포커스,기원,ACE2","코로나19의 기원, 갈수록 미스터리",이성규 객원기자,2021-07-02,2019년 12월 30일 중국 우한시 보건위원회는 시 의료기관에 긴급 공지를 하달했다. 우한시의 화난 수산물시장에서 원인이 밝혀지지 않은 폐렴 사례가 보고되었다는 내용이었다. 그로부터 약 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223413,"박쥐,코로나19,천산갑,기원,ACE2",6339
223357,COVID-19,"과학기술,코로나19",수도권 환자 증가에 따른 수도권 특별방역대책 추진,사이언스타임즈,2021-06-29,"서울시, 선별진료소 운영시간 연장 및 학원 대상 찾아가는 선별진료소 설치 중앙재난안전대책본부에서는 서울특별시, 인천광역시, 경기도로부터 ‘수도권 특별방역대책’을 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223357,기타,124
223299,COVID-19,"과학기술,코로나19",오늘부터 30세 미만 미접종자 사전예약 실시,사이언스타임즈,2021-06-28,2분기 30세 미만 접종 대상자 중 미 예약자 등 사전예약 코로나19 예방접종 대응 추진단(이하 ‘추진단’)은 6월 15일부터 시작된 사회필수인력 등 2분기 30세 미만(1992.1.1. 이후 ∼...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223299,기타,351
223219,COVID-19,"과학기술,기초응용과학,보건의학,코로나19,화이자,아스트라제네카,백신 접종 효과,장기 요양시설,감염성,재접종 일정,감염 위험",코로나백신 1차 접종 효과 4~7주 사이에 발현,김병희 객원기자,2021-07-02,"장기 보호 요양시설에 거주하는 65세 이상 고령자에게 화이자나 아스트라제네카 백신을 접종한 결과, 1회 접종으로 약 60%의 감염 예방 효과가 있는 것으로 나타났다. 백신 효과는 접종 4~7주 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223219,"화이자,아스트라제네카,백신 접종 효과,장기 요양시설,감염성,재접종 일정,감염 위험",4316
223155,COVID-19,"과학기술,코로나19",변이바이러스 국내감염자 지속적 증가추세,사이언스타임즈,2021-06-23,"6월 기준, 국내 변이바이러스 검출률 39.6% 중앙방역대책본부은 ’20년 12월부터 국내 주요 변이바이러스를 감시해온 결과, 검출률이 지속 증가 추세에 있으며, 전 세계적으로도 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=223155,기타,386
